Capillary: 25um x 8.2m fused silica
Date: April 7, 2017

Regulator, Leakrate
0,5.5E-6
25,8E-6
50,1.1E-5
75,1.5E-5
100,2E-5
125,2.5E-5
150,3E-5
200,5.7E-5
250,7.9E-5
300,1E-4
350,1.3E-4
400,1.6E-4
